96095,564
4993,107
4985,214
104731,812
104738,1127
116711,2394
104730,1577
50701,32261
50700,18934
50703,17804
50702,16412
49716,15169
59081,931
60070,5300
49715,6988
59080,1107
49714,5775
59083,2435
49713,23432
59082,790
49712,9420
103451,983
49711,21776
49710,14775
59089,4420
72056,385
73387,775
72055,873
96026,1435
59085,478
73384,898
49719,6497
59084,2311
73383,259
49718,2223
73382,1524
49717,4307
72051,428
73381,1492
115444,1018
60079,5317
60078,1928
84044,152
60076,1845
60075,4039
60073,5316
60072,541
60071,2245
49705,9934
59092,3518
60081,1288
49704,15044
59091,1480
49703,7317
59094,1564
49702,19581
102132,1110
49701,6138
49700,26029
59090,954
59099,2180
72066,377
73396,2420
49709,12946
73395,3557
49708,18731
59095,1427
98670,1023
49707,4399
59098,4536
49706,35303
73392,546
73391,397
60088,1455
60086,1714
60085,5635
60084,3030
60083,1475
13777,236
60082,1136
84031,734
60092,390
60090,1225
72078,576
72077,1542
72075,1934
72073,1032
103422,2163
60099,569
60098,490
60097,1753
60096,824
128727,1519
60095,498
60094,2178
60093,1205
84064,2029
85381,2159
72089,993
98698,698
72085,850
96033,623
72081,1827
85386,1455
85385,1112
85382,1937
127467,821
72098,606
72099,634
72096,1636
72094,2877
72095,295
72092,1663
72093,281
72090,2347
72091,704
84086,858
84074,999
127426,1696
73307,682
47018,1796
48349,3024
73305,390
47016,4056
49679,19369
49678,16388
62650,550
47014,3277
49677,10606
61320,9244
62651,543
63983,3052
74633,1986
48345,4749
49676,14614
63982,1795
73301,1453
62653,1700
74631,644
59000,799
62654,247
74630,755
59003,2720
62655,1910
63987,1513
59002,1637
61325,1657
62656,1894
63986,570
62657,1062
62658,752
61328,4350
62659,961
61319,2230
59008,625
50671,22264
59005,631
50670,22374
50673,10909
59007,827
87954,946
50672,9427
59006,3523
49675,10570
50675,16138
47013,1868
48343,3800
49674,15417
50674,11675
87951,660
48342,6433
49673,21179
50677,14819
49672,6369
50676,16577
48340,5422
49671,2294
50679,28558
49670,3328
50678,17436
47009,3620
47007,8380
48339,3174
74648,1606
47008,2608
48338,9318
49669,8933
73316,543
74647,895
48337,3156
49668,4377
62660,701
63992,5293
73315,1389
47006,2086
48336,4335
49667,8669
61330,244
62661,1913
63991,542
73314,952
48335,5869
49666,8894
63994,2604
47004,3013
49665,3306
62663,3477
63993,508
74643,1614
126048,569
59012,818
62664,1402
74642,964
61334,2200
63995,1105
73310,1291
59014,3583
61335,2366
63998,872
59013,855
61336,263
63997,664
62668,591
61338,1620
63999,1963
61339,615
50680,12270
60007,5156
60006,2581
50682,31766
59016,3334
60005,1244
86613,487
50681,9678
60004,2393
87944,509
50684,18567
59018,463
60003,513
50683,16480
59017,2217
60002,317
48333,3363
49664,2636
50686,12637
60001,1760
48332,1686
49663,5500
50685,7392
60000,2097
48331,3313
49662,7446
50688,16465
47000,2850
48330,10761
49661,10895
50687,12018
75966,336
36359,201
49660,9364
50689,13157
75968,820
115391,1073
73309,279
48329,2800
73329,332
49659,5383
48327,2517
49658,9772
73327,1359
48326,3852
49657,2792
61340,208
62671,262
49656,52776
62672,1990
49655,6573
73324,548
74655,261
49654,12946
62674,1116
61344,1160
62675,1086
73322,2556
99952,462
59022,2091
61345,748
73321,711
59025,2492
62677,1611
74650,498
62679,1443
61349,2671
59021,3433
60019,5540
50691,8088
60018,3069
114054,581
50690,6805
60017,2529
50693,23849
60016,4014
50692,8803
50695,18890
59029,3818
60014,1448
75994,589
50694,17837
60013,508
49653,8876
50697,31304
60012,3672
49652,14563
50696,8355
60011,3702
75997,1505
48320,2420
49651,11948
50699,13458
75998,630
49650,4474
50698,25951
75999,866
48318,3280
49649,19074
49648,6294
73339,1157
49647,4336
61350,1490
62681,867
74669,223
48315,2136
49646,22734
62682,632
73337,1418
74668,1085
48314,4983
49645,14229
61352,196
72006,1006
73336,2461
74667,983
48313,2723
49644,9531
62684,2228
48312,6235
49643,15070
61354,5628
62685,426
59034,471
61355,2064
62686,3220
72001,589
73333,1792
59033,4873
61356,440
62687,886
59036,1619
61357,306
62688,901
59035,3477
61358,586
59030,3367
59032,567
60029,533
86637,491
87969,691
87968,704
59038,670
60027,3339
85304,912
59037,294
60026,2195
115377,1789
60025,1851
59039,3582
75984,1171
48311,5576
49642,10534
60023,4622
48310,5424
49641,5955
60022,321
49640,13996
60021,581
86630,571
48308,5905
49639,12680
48307,3744
49638,13230
48306,7568
49637,7784
61360,514
48305,5505
49636,11842
61361,2175
62692,396
73349,1672
48304,275
49635,13038
61362,2176
73348,1676
74679,385
48303,4034
49634,4290
61363,2772
62694,3162
72017,966
73347,1803
98645,1545
48302,4786
49633,15037
61364,1895
74677,943
48301,2719
49632,5611
74676,1434
59045,1544
72012,1533
74675,1623
59044,1878
62698,884
73343,1474
74674,373
59047,1476
61368,2530
62699,585
74673,821
59046,2276
72011,3192
59041,2826
59040,1577
98640,802
23008,312
48309,3730
59042,2860
60039,608
59048,1162
60035,2145
49631,12048
60034,591
85333,1750
49630,8427
60033,2904
60032,2228
36325,1443
60031,2183
36326,722
60030,2800
87990,683
49628,9798
49627,13119
61370,1877
97307,713
49626,3808
59050,2977
49625,7609
61372,1314
49624,17202
61373,5124
72027,1618
13694,137
49623,11883
61374,565
99968,813
49622,11452
74688,2536
99965,577
49621,3686
61376,903
74687,334
59056,674
61377,2958
73355,1536
59055,4832
61378,3331
59058,1554
61379,4411
74684,1553
59057,2816
73352,1451
74683,1763
59052,4237
73351,675
59051,4492
59054,6871
49629,9325
59053,2289
60049,2864
59059,1750
60048,1531
60047,3164
60046,1463
49620,6218
60045,693
60044,228
60043,528
60042,1850
60041,1405
60040,268
49617,8817
61380,1946
49616,3248
61381,906
49615,12576
49614,18704
59060,1528
61383,1382
49613,13821
61384,1338
49612,17383
61385,3276
49611,7977
61386,3829
74699,1662
49610,11652
61387,1741
73367,675
72034,764
74697,439
98664,925
59066,819
61389,1333
72035,2444
59069,1426
59068,2901
96004,948
59063,2110
74693,1675
59062,1530
73361,1222
74692,1678
49619,19453
49618,10511
59064,1353
139350,266
84026,255
60058,964
60057,160
86689,1530
60056,1205
60054,2648
60053,814
84024,912
60052,1665
60050,2773
86681,1062
127393,1909
49606,17694
59070,2390
61391,8300
49605,10656
61392,1954
49604,6669
59072,760
61393,3758
49603,2707
59071,1886
61394,920
49602,13856
97326,1049
98657,1324
49601,7180
49600,4055
61397,2963
73379,1058
61398,378
59078,1823
72045,1384
59077,1763
73376,160
72044,476
59074,4208
49609,10099
59073,1595
72042,846
49608,4415
59076,751
49607,8991
73370,258
60069,2813
60068,2353
60067,233
84012,957
60066,483
60065,6610
60064,984
85343,991
60063,1575
60062,1075
60061,3191
60060,2635
51916,12311
51917,16105
51914,15309
51915,17842
51918,15278
51919,16417
63900,3642
63903,1509
63902,556
47091,2341
51920,16471
47096,1777
51923,14728
51924,16665
47094,4786
51921,22390
51922,10049
51927,7205
51928,9503
51925,16928
51926,13615
51929,7539
63910,1491
63913,1867
63905,1520
47082,289
63909,1577
51930,13326
51931,13892
47087,275
50600,24231
47088,283
47085,2915
50602,21208
51934,8766
50601,20489
51935,10680
50604,14145
51932,16824
50603,9689
51933,20822
50606,10112
51938,12660
75905,2082
50605,17541
51939,18513
35090,225
50608,5822
51936,9640
50607,13810
51937,22299
50609,25046
63920,1650
63925,3886
63916,1606
63915,3339
47078,318
51941,18677
51942,18064
50611,19715
50610,17059
51940,6025
50613,28963
51945,8452
50612,9790
51946,14781
50615,21671
51943,26452
47073,3101
50614,20614
51944,12274
50617,9681
51949,5301
50616,17385
50619,15120
51947,13222
50618,12033
51948,3115
63930,1885
62601,793
63931,1955
62602,10214
62603,2006
62605,4270
63935,1047
48391,2247
47060,2030
48390,1179
63926,1915
48399,3570
50620,21169
51952,10115
48398,5838
51953,3988
48397,4697
50622,8523
51950,8565
48396,7152
50621,23913
51951,20510
48395,642
50624,9963
51956,10134
48394,4232
50623,25719
51957,9830
48393,4409
50626,15584
51954,12370
75903,939
48392,3963
50625,27255
51955,20708
75904,1285
50628,22589
50627,29043
51958,23602
75929,2344
50629,19542
51959,19077
48389,332
62612,908
62613,1839
63945,1621
63944,785
62615,1266
63947,1688
63946,670
48380,2094
62608,1559
62609,510
63939,802
51960,18733
87910,2537
48388,3210
50631,20112
51963,19134
50630,37103
51964,15743
47054,3016
50633,11732
51961,16277
50632,29282
51962,10779
47052,1774
48384,5579
50635,19016
51967,23801
48383,2681
50634,18784
51968,5931
47050,2748
50637,19510
51965,14707
47051,4410
48381,7341
50636,18170
51966,15072
50639,15183
50638,11901
51969,12447
74604,849
47049,1891
74601,682
36397,238
47047,4329
48379,2418
74600,724
48378,6142
62620,1336
62621,792
63951,1272
63954,583
62624,1395
63956,3311
62625,1229
62627,1718
62617,174
63949,1636
87905,687
62619,4926
51970,5043
51971,14285
50640,17072
47045,4009
48377,12398
50642,5702
51974,10009
47046,2391
50641,19518
51975,12913
75920,498
50644,10574
51972,11836
50643,11468
51973,13258
48373,6392
50646,29861
51978,11365
47042,634
48372,4327
50645,19728
51979,4410
75924,1388
48371,3644
50648,30764
51976,7173
48370,602
50647,7327
51977,17940
50649,10962
74614,215
47039,2436
48368,7536
49699,7843
74611,2269
48367,2383
49698,22491
62630,195
62631,1596
63963,1977
62632,752
63962,979
61302,124
62633,1076
63964,757
61304,322
63967,2084
61305,3804
62636,1826
63966,426
62637,3689
63969,500
61307,662
62638,470
62628,1544
63959,920
51981,13348
51982,16719
50651,10213
75950,1655
50650,45490
51980,12312
47034,941
49697,2056
50653,24307
51985,13654
75952,1738
47035,2468
48365,3595
49696,10136
50652,17043
51986,12702
48364,418
49695,8171
50655,10703
51983,23034
47033,4990
48363,5953
49694,9344
50654,22317
51984,16115
48362,7725
49693,7345
50657,16584
51989,5062
75956,1529
48361,3396
49692,7952
50656,23776
48360,1477
49691,7929
50659,10183
51987,14106
49690,16276
50658,12145
51988,22102
75938,3502
47029,4575
48359,2867
63970,4519
49689,10420
36375,1669
48357,3394
49688,9517
62640,2297
63972,2469
74622,268
47026,2984
49687,10838
61310,1922
62642,2049
63974,1628
61313,639
63976,1688
62646,2134
61316,750
63977,1658
61317,1792
61318,290
62639,1585
61309,2281
50660,15380
51992,19627
51993,13808
50662,16743
51990,11101
50661,36591
51991,13513
48355,12280
49686,16796
50664,23624
51996,7046
48354,6683
49685,10774
50663,13650
51997,12856
48353,6915
49684,2184
50666,14794
51994,11815
49683,14999
50665,28029
51995,14825
48351,5995
49682,3490
50668,5328
47020,5542
48350,4744
49681,7094
50667,18114
75946,750
49680,11581
51998,14605
50669,26327
51999,12334
3796,217
105958,431
50800,10126
50802,10527
104626,1182
50801,21206
50804,21901
50803,12667
50806,20602
50805,15374
50808,10415
50807,27838
50809,13859
50811,16268
50810,23107
50813,12898
50812,33393
50815,18402
50814,26060
50817,15345
50816,23020
50819,14478
50818,11389
62800,2265
62801,827
62802,1113
62803,1844
50820,27148
50822,25470
50821,32373
50824,18680
50823,35072
49837,3560
48505,5105
49836,19164
48504,1920
49835,6530
48503,5747
49834,9904
48502,7765
49833,14417
48501,6408
49832,15474
48500,3675
49831,4662
49830,17106
72178,2049
72175,1931
48509,5966
48508,1722
49839,12722
48507,3440
49838,15292
72172,1576
96143,566
36528,1361
60199,813
60198,863
60197,3298
